label,entity
comic_name,Tintín
comic_name,Superlópez
comic_name,Asterix e Obelix
comic_name,Zipi e Zape
comic_name,Mortadelo e Filemón
film_genre,filme animado por ordenador
film_genre,filme de danza
film_genre,Free Cinema
film_genre,Slapstick
film_genre,filme de accion
film_genre,Cinema pornografico
film_genre,filme baseado nunha novela
film_genre,filme distopico
film_genre,comedia de accion
film_genre,Cinema quinqui
film_genre,filme de deportes
film_genre,cinema LGBT
film_genre,filme con mestura de animacion e imaxe real
film_genre,filme biografico
film_genre,cinema arte
film_genre,documental sobre natureza
film_genre,porno LGBT
film_genre,docudrama
film_genre,filme historico
film_genre,cinema de zombis
film_genre,cinema de prisions
film_genre,filme propagandistico
film_genre,cinema belico
film_genre,Filme mondo
film_genre,cinema de comedia
film_genre,Tokusatsu
film_genre,Cinema de terror
film_genre,filme de viaxe no tempo
film_genre,cinema para adolescentes
film_genre,Neo-noir
film_genre,metraxe atopada
film_genre,Cinema remodernista
film_genre,Cinema de autor
film_genre,Pinku eiga
film_genre,Bollywood
film_genre,filme de caza de tesouro
film_genre,Spaghetti Western
film_genre,cinema romantico
film_genre,cinema erotico
film_genre,comedia de zombis
film_genre,Brickfilm
film_genre,filme de amigos
film_genre,neowestern
film_genre,cinema de catastrofes
film_genre,filme de anime
film_genre,comedia policial
film_genre,Cinema mudo
film_genre,filme de misterio
film_genre,cinema de ciencia ficcion
film_genre,Nollywood
film_genre,filme de antoloxia
film_genre,filme de capa e espada
film_genre,cinema dramatico
film_genre,cinema de aventuras
film_genre,cinema de xusticeiros
film_genre,Cinema negro
film_genre,cinema de animacion
film_genre,cinema de asaltos
film_genre,cinema de detectives
film_genre,cinema postapocaliptico
film_genre,Cinema verite
film_genre,filme sobre crime
film_genre,filme de ficcion
film_genre,filme de parodia
film_genre,filme baseado nun libro
film_genre,musicarello
film_genre,filme de piratas
film_genre,Realismo socialista
film_genre,cinema de drama biografico
film_genre,cinema fantastico
film_genre,filme de thriller politico
film_genre,filme de Nadal
film_genre,filme infantil
film_genre,cinema musical
film_genre,cinema de pantasmas
film_genre,filme de accion e ciencia ficcion
film_genre,filme medieval
